PROGRAMA;CONCURSO;FOLIO;AGNOPOSTULACION;AGNOFALLO;RESPONSABLEPROYECTO;SEXO;ROLINSTITUCION;INSTITUCION1ERNIVEL;RUTINSTITUCION;PAISINSTITUCION;REGIONINSTITUCION
FONDEF;PRIMER CONCURSO IDEA EN DOS ETAPAS TEMATICO EN INOCUIDAD Y CALIDAD ALIMENTARIA;ID17AL0007;2017;2017;EVELYN SILVA MORENO;MUJER;INTERESADA / MANDANTE;MACE S.A.;76170941-0;CHILE;NO REGISTRA REGION
FONDEF;PRIMER CONCURSO IDEA EN DOS ETAPAS TEMATICO EN INOCUIDAD Y CALIDAD ALIMENTARIA;ID17AL0007;2017;2017;EVELYN SILVA MORENO;MUJER;BENEFICIARIA PRINCIPAL;UNIVERSIDAD AUTONOMA DE CHILE;71633300-0;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEF;PRIMER CONCURSO IDEA EN DOS ETAPAS TEMATICO EN INOCUIDAD Y CALIDAD ALIMENTARIA;ID17AL0028;2017;2017;XIMENA BESOAIN CANALES;MUJER;INTERESADA / MANDANTE;ANASAC CHILE S.A.;76075832-9;CHILE;NO REGISTRA REGION
FONDEF;PRIMER CONCURSO IDEA EN DOS ETAPAS TEMATICO EN INOCUIDAD Y CALIDAD ALIMENTARIA;ID17AL0028;2017;2017;XIMENA BESOAIN CANALES;MUJER;BENEFICIARIA PRINCIPAL;PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO;81669200-8;CHILE;REGION DE VALPARAISO
FONDEF;PRIMER CONCURSO IDEA EN DOS ETAPAS TEMATICO EN INOCUIDAD Y CALIDAD ALIMENTARIA;ID17AL0035;2017;2017;ERICA CASTRO INOSTROZA;MUJER;INTERESADA / MANDANTE;COOPERATIVA CAMPESINA MAPUCHE NAHUELBUTA;65106048-6;CHILE;NO REGISTRA REGION
FONDEF;PRIMER CONCURSO IDEA EN DOS ETAPAS TEMATICO EN INOCUIDAD Y CALIDAD ALIMENTARIA;ID17AL0035;2017;2017;ERICA CASTRO INOSTROZA;MUJER;INTERESADA / MANDANTE;EASSYFRUT SPA;76559725-0;CHILE;NO REGISTRA REGION
FONDEF;PRIMER CONCURSO IDEA EN DOS ETAPAS TEMATICO EN INOCUIDAD Y CALIDAD ALIMENTARIA;ID17AL0035;2017;2017;ERICA CASTRO INOSTROZA;MUJER;INTERESADA / MANDANTE;FEDERACION PROVINCIAL SINDICAL CAMPESINA Y DEL AGRO LAUTARO;72407700-5;CHILE;NO REGISTRA REGION
FONDEF;PRIMER CONCURSO IDEA EN DOS ETAPAS TEMATICO EN INOCUIDAD Y CALIDAD ALIMENTARIA;ID17AL0035;2017;2017;ERICA CASTRO INOSTROZA;MUJER;INTERESADA / MANDANTE;ILUSTR MUNICIPALIDAD DE LEBU- PRODESAL;69160300-8;CHILE;NO REGISTRA REGION
FONDEF;PRIMER CONCURSO IDEA EN DOS ETAPAS TEMATICO EN INOCUIDAD Y CALIDAD ALIMENTARIA;ID17AL0035;2017;2017;ERICA CASTRO INOSTROZA;MUJER;INTERESADA / MANDANTE;INDAP ARAUCO;61307000-1;CHILE;NO REGISTRA REGION
FONDEF;PRIMER CONCURSO IDEA EN DOS ETAPAS TEMATICO EN INOCUIDAD Y CALIDAD ALIMENTARIA;ID17AL0035;2017;2017;ERICA CASTRO INOSTROZA;MUJER;OTRA BENEFICIARIA;UNIVERSIDAD DE CONCEPCION;81494400-K;CHILE;NO REGISTRA REGION
FONDEF;PRIMER CONCURSO IDEA EN DOS ETAPAS TEMATICO EN INOCUIDAD Y CALIDAD ALIMENTARIA;ID17AL0035;2017;2017;ERICA CASTRO INOSTROZA;MUJER;BENEFICIARIA PRINCIPAL;UNIVERSIDAD SAN SEBASTIAN;71631900-8;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEF;PRIMER CONCURSO IDEA EN DOS ETAPAS TEMATICO EN INOCUIDAD Y CALIDAD ALIMENTARIA;ID17AL0056;2017;2017;ALEXANDER NEAMAN;HOMBRE;INTERESADA / MANDANTE;ASOCIACION DE AGRICULTORES PROVINCIA DE QUILLOTA Y MARGA MARGA AG;82258200-1;CHILE;NO REGISTRA REGION
FONDEF;PRIMER CONCURSO IDEA EN DOS ETAPAS TEMATICO EN INOCUIDAD Y CALIDAD ALIMENTARIA;ID17AL0056;2017;2017;ALEXANDER NEAMAN;HOMBRE;INTERESADA / MANDANTE;INSTITUTO DE DESARROLLO AGROPECUARIO REGION DE VALPARAISO ;61307000-1;CHILE;NO REGISTRA REGION
FONDEF;PRIMER CONCURSO IDEA EN DOS ETAPAS TEMATICO EN INOCUIDAD Y CALIDAD ALIMENTARIA;ID17AL0056;2017;2017;ALEXANDER NEAMAN;HOMBRE;BENEFICIARIA PRINCIPAL;PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO;81669200-8;CHILE;REGION DE VALPARAISO
FONDEF;PRIMER CONCURSO IDEA EN DOS ETAPAS TEMATICO EN INOCUIDAD Y CALIDAD ALIMENTARIA;ID17AL0056;2017;2017;ALEXANDER NEAMAN;HOMBRE;INTERESADA / MANDANTE;SEREMI DE SALUD, REGION DE VALPARAISO;61601000-K;CHILE;NO REGISTRA REGION
FONDEF;SEGUNDO CONCURSO IDEA EN DOS ETAPAS TEMATICO EN ADULTO MAYOR 2017;ID17AM0009;2017;2017;ASTRID SEPERIZA WITTWER;MUJER;INTERESADA / MANDANTE;ASOCIACION GREMIAL DE PRODUCTORES DE LECHE DE OSORNO, APROLECHE A.G.;75335400-K;CHILE;NO REGISTRA REGION
FONDEF;SEGUNDO CONCURSO IDEA EN DOS ETAPAS TEMATICO EN ADULTO MAYOR 2017;ID17AM0009;2017;2017;ASTRID SEPERIZA WITTWER;MUJER;INTERESADA / MANDANTE;LACTEOS WINKLER LIMITADA;SIN INFORMACION;CHILE;REGION DE LOS LAGOS
FONDEF;SEGUNDO CONCURSO IDEA EN DOS ETAPAS TEMATICO EN ADULTO MAYOR 2017;ID17AM0009;2017;2017;ASTRID SEPERIZA WITTWER;MUJER;BENEFICIARIA PRINCIPAL;UNIVERSIDAD DE SANTIAGO DE CHILE;60911000-7;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEF;SEGUNDO CONCURSO IDEA EN DOS ETAPAS TEMATICO EN ADULTO MAYOR 2017;ID17AM0018;2017;2017;MARIA MARIOTTI CELIS;MUJER;INTERESADA / MANDANTE;ALFA CHILENA LIMITADA;91974000-0;CHILE;NO REGISTRA REGION
FONDEF;SEGUNDO CONCURSO IDEA EN DOS ETAPAS TEMATICO EN ADULTO MAYOR 2017;ID17AM0018;2017;2017;MARIA MARIOTTI CELIS;MUJER;INTERESADA / MANDANTE;MINISTERIO DE SALUD;61601000-K;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEF;SEGUNDO CONCURSO IDEA EN DOS ETAPAS TEMATICO EN ADULTO MAYOR 2017;ID17AM0018;2017;2017;MARIA MARIOTTI CELIS;MUJER;OTRA BENEFICIARIA;UNIVERSIDAD FINIS TERRAE;70884700-3;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEF;SEGUNDO CONCURSO IDEA EN DOS ETAPAS TEMATICO EN ADULTO MAYOR 2017;ID17AM0018;2017;2017;MARIA MARIOTTI CELIS;MUJER;BENEFICIARIA PRINCIPAL;UNIVERSIDAD TECNOLOGICA METROPOLITANA;70729100-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEF;SEGUNDO CONCURSO IDEA EN DOS ETAPAS TEMATICO EN ADULTO MAYOR 2017;ID17AM0018;2017;2017;MARIA MARIOTTI CELIS;MUJER;OTRA BENEFICIARIA;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEF;SEGUNDO CONCURSO IDEA EN DOS ETAPAS TEMATICO EN ADULTO MAYOR 2017;ID17AM0023;2017;2017;JAVIER MUNOZ VIDAL;HOMBRE;INTERESADA / MANDANTE;SERVICIO DE SALUD DEL MAULE;61606900-4;CHILE;NO REGISTRA REGION
FONDEF;SEGUNDO CONCURSO IDEA EN DOS ETAPAS TEMATICO EN ADULTO MAYOR 2017;ID17AM0023;2017;2017;JAVIER MUNOZ VIDAL;HOMBRE;INTERESADA / MANDANTE;SERVICIO NACIONAL DEL ADULTO MAYOR;61961000-8;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEF;SEGUNDO CONCURSO IDEA EN DOS ETAPAS TEMATICO EN ADULTO MAYOR 2017;ID17AM0023;2017;2017;JAVIER MUNOZ VIDAL;HOMBRE;INTERESADA / MANDANTE;SOCIEDAD DE INVERSIONES SALUD Y LOGISTICA ;76066512-6;CHILE;NO REGISTRA REGION
FONDEF;SEGUNDO CONCURSO IDEA EN DOS ETAPAS TEMATICO EN ADULTO MAYOR 2017;ID17AM0023;2017;2017;JAVIER MUNOZ VIDAL;HOMBRE;INTERESADA / MANDANTE;TEXTIL CASSIS S.A.;93149000-1;CHILE;NO REGISTRA REGION
FONDEF;SEGUNDO CONCURSO IDEA EN DOS ETAPAS TEMATICO EN ADULTO MAYOR 2017;ID17AM0023;2017;2017;JAVIER MUNOZ VIDAL;HOMBRE;BENEFICIARIA PRINCIPAL;UNIVERSIDAD DE TALCA;70885500-6;CHILE;REGION DEL MAULE
FONDEF;SEGUNDO CONCURSO IDEA EN DOS ETAPAS TEMATICO EN ADULTO MAYOR 2017;ID17AM0038;2017;2017;MARISA TORRES HIDALGO;MUJER;INTERESADA / MANDANTE;MINISTERIO DE SALUD;61601000-K;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEF;SEGUNDO CONCURSO IDEA EN DOS ETAPAS TEMATICO EN ADULTO MAYOR 2017;ID17AM0038;2017;2017;MARISA TORRES HIDALGO;MUJER;INTERESADA / MANDANTE;ORGANIZACION PANAMERICANA DE LA SALUD;70708600-9;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEF;SEGUNDO CONCURSO IDEA EN DOS ETAPAS TEMATICO EN ADULTO MAYOR 2017;ID17AM0038;2017;2017;MARISA TORRES HIDALGO;MUJER;BENEFICIARIA PRINCIPAL;PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE;81698900-0;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEF;SEGUNDO CONCURSO IDEA EN DOS ETAPAS TEMATICO EN ADULTO MAYOR 2017;ID17AM0038;2017;2017;MARISA TORRES HIDALGO;MUJER;INTERESADA / MANDANTE;SERVICIO NACIONAL DEL ADULTO MAYOR;61961000-8;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEF;SEGUNDO CONCURSO IDEA EN DOS ETAPAS TEMATICO EN ADULTO MAYOR 2017;ID17AM0043;2017;2017;MARIO SIMIRGIOTIS AGÜERO;HOMBRE;INTERESADA / MANDANTE;LUPULOS CHILE S. P. A;76612528-k;CHILE;NO REGISTRA REGION
FONDEF;SEGUNDO CONCURSO IDEA EN DOS ETAPAS TEMATICO EN ADULTO MAYOR 2017;ID17AM0043;2017;2017;MARIO SIMIRGIOTIS AGÜERO;HOMBRE;INTERESADA / MANDANTE;NUTRAPHARM S. A;96881100-2;CHILE;NO REGISTRA REGION
FONDEF;SEGUNDO CONCURSO IDEA EN DOS ETAPAS TEMATICO EN ADULTO MAYOR 2017;ID17AM0043;2017;2017;MARIO SIMIRGIOTIS AGÜERO;HOMBRE;BENEFICIARIA PRINCIPAL;UNIVERSIDAD AUSTRAL DE CHILE;81380500-6;CHILE;REGION DE LOS RIOS
FONDEF;IV CONCURSO IDEA EN DOS ETAPAS CONVOCATORIA 2017;ID17I10010;2017;2017;JOSE BECERRA ALLENDE;HOMBRE;INTERESADA / MANDANTE;BIOFOREST S.A.;79990550-7;CHILE;REGION DEL BIO-BIO
FONDEF;IV CONCURSO IDEA EN DOS ETAPAS CONVOCATORIA 2017;ID17I10010;2017;2017;JOSE BECERRA ALLENDE;HOMBRE;BENEFICIARIA PRINCIPAL;UNIVERSIDAD DE CONCEPCION;81494400-K;CHILE;REGION DEL BIO-BIO
FONDEF;IV CONCURSO IDEA EN DOS ETAPAS CONVOCATORIA 2017;ID17I10012;2017;2017;CAROLINA PARRA GONZALEZ;MUJER;INTERESADA / MANDANTE;INPPAMET LTDA;79722500-2;CHILE;NO REGISTRA REGION
FONDEF;IV CONCURSO IDEA EN DOS ETAPAS CONVOCATORIA 2017;ID17I10012;2017;2017;CAROLINA PARRA GONZALEZ;MUJER;INTERESADA / MANDANTE;MINERA SPENCE S.A.;86542100-1;CHILE;NO REGISTRA REGION
FONDEF;IV CONCURSO IDEA EN DOS ETAPAS CONVOCATORIA 2017;ID17I10012;2017;2017;CAROLINA PARRA GONZALEZ;MUJER;OTRA BENEFICIARIA;UNIVERSIDAD DE VALPARAISO;60921000-1;CHILE;REGION DE VALPARAISO
FONDEF;IV CONCURSO IDEA EN DOS ETAPAS CONVOCATORIA 2017;ID17I10012;2017;2017;CAROLINA PARRA GONZALEZ;MUJER;BENEFICIARIA PRINCIPAL;UNIVERSIDAD TECNICA FEDERCO SANTA MARIA;81668700-4;CHILE;REGION DE VALPARAISO
FONDEF;IV CONCURSO IDEA EN DOS ETAPAS CONVOCATORIA 2017;ID17I10018;2017;2017;ENRIQUE LOPEZ DROGUETT;HOMBRE;INTERESADA / MANDANTE;EMPRESA DE LOS FERROCARRILES DEL ESTADO;61216000-7;CHILE;NO REGISTRA REGION
FONDEF;IV CONCURSO IDEA EN DOS ETAPAS CONVOCATORIA 2017;ID17I10018;2017;2017;ENRIQUE LOPEZ DROGUETT;HOMBRE;BENEFICIARIA PRINCIPAL;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEF;IV CONCURSO IDEA EN DOS ETAPAS CONVOCATORIA 2017;ID17I10018;2017;2017;ENRIQUE LOPEZ DROGUETT;HOMBRE;INTERESADA / MANDANTE;MINISTERIO DE OBRAS PUBLICAS;61202000-0;CHILE;NO REGISTRA REGION
FONDEF;IV CONCURSO IDEA EN DOS ETAPAS CONVOCATORIA 2017;ID17I10021;2017;2017;HUMBERTO ESTAY CUENCA;HOMBRE;INTERESADA / MANDANTE;WIM PROCESS;76477344-6;CHILE;NO REGISTRA REGION
FONDEF;IV CONCURSO IDEA EN DOS ETAPAS CONVOCATORIA 2017;ID17I10021;2017;2017;HUMBERTO ESTAY CUENCA;HOMBRE;BENEFICIARIA PRINCIPAL;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEF;IV CONCURSO IDEA EN DOS ETAPAS CONVOCATORIA 2017;ID17I10033;2017;2017;TERESITA MATUS SEPULVEDA;MUJER;INTERESADA / MANDANTE;NUCLEO DE INVESTIGACION SISTEMAS SOCIALES Y COMPLEJIDAD SOCIOCULTURAL;60910000-1;CHILE;NO REGISTRA REGION
FONDEF;IV CONCURSO IDEA EN DOS ETAPAS CONVOCATORIA 2017;ID17I10033;2017;2017;TERESITA MATUS SEPULVEDA;MUJER;INTERESADA / MANDANTE;ASOCIACION CHILENA PRO NACIONES UNIDAS (ACHNU);75704500-1;CHILE;NO REGISTRA REGION
FONDEF;IV CONCURSO IDEA EN DOS ETAPAS CONVOCATORIA 2017;ID17I10033;2017;2017;TERESITA MATUS SEPULVEDA;MUJER;INTERESADA / MANDANTE;CHILE CRECE CONTIGO - MINISTERIO DESARROLLO SOCIAL;61980240-3;CHILE;NO REGISTRA REGION
FONDEF;IV CONCURSO IDEA EN DOS ETAPAS CONVOCATORIA 2017;ID17I10033;2017;2017;TERESITA MATUS SEPULVEDA;MUJER;INTERESADA / MANDANTE;CONSEJO NACIONAL DE LA INFANCIA;SIN INFORMACION;CHILE;NO REGISTRA REGION
FONDEF;IV CONCURSO IDEA EN DOS ETAPAS CONVOCATORIA 2017;ID17I10033;2017;2017;TERESITA MATUS SEPULVEDA;MUJER;INTERESADA / MANDANTE;CORPORACION CATIM;72607900-5;CHILE;NO REGISTRA REGION
FONDEF;IV CONCURSO IDEA EN DOS ETAPAS CONVOCATORIA 2017;ID17I10033;2017;2017;TERESITA MATUS SEPULVEDA;MUJER;INTERESADA / MANDANTE;FUNDACION ALDEAS INFANTILES SOS;73597200-6;CHILE;NO REGISTRA REGION
FONDEF;IV CONCURSO IDEA EN DOS ETAPAS CONVOCATORIA 2017;ID17I10033;2017;2017;TERESITA MATUS SEPULVEDA;MUJER;INTERESADA / MANDANTE;FUNDACION ANAR - LINEA LIBRE -;65070291-3;CHILE;NO REGISTRA REGION
FONDEF;IV CONCURSO IDEA EN DOS ETAPAS CONVOCATORIA 2017;ID17I10033;2017;2017;TERESITA MATUS SEPULVEDA;MUJER;INTERESADA / MANDANTE;FUNDACION CIUDAD DEL NINO;70037600-1;CHILE;NO REGISTRA REGION
FONDEF;IV CONCURSO IDEA EN DOS ETAPAS CONVOCATORIA 2017;ID17I10033;2017;2017;TERESITA MATUS SEPULVEDA;MUJER;INTERESADA / MANDANTE;FUNDACION COLUNGA;65057869-4;CHILE;NO REGISTRA REGION
FONDEF;IV CONCURSO IDEA EN DOS ETAPAS CONVOCATORIA 2017;ID17I10033;2017;2017;TERESITA MATUS SEPULVEDA;MUJER;INTERESADA / MANDANTE;FUNDACION GRANDES VALORES - FUTBOL MAS -;65041318-0;CHILE;NO REGISTRA REGION
FONDEF;IV CONCURSO IDEA EN DOS ETAPAS CONVOCATORIA 2017;ID17I10033;2017;2017;TERESITA MATUS SEPULVEDA;MUJER;INTERESADA / MANDANTE;FUNDACION IDEAS PARA LA INFANCIA;65078347-6;CHILE;NO REGISTRA REGION
FONDEF;IV CONCURSO IDEA EN DOS ETAPAS CONVOCATORIA 2017;ID17I10033;2017;2017;TERESITA MATUS SEPULVEDA;MUJER;INTERESADA / MANDANTE;FUNDACION INFANCIA PRIMERO;65084097-6;CHILE;NO REGISTRA REGION
FONDEF;IV CONCURSO IDEA EN DOS ETAPAS CONVOCATORIA 2017;ID17I10033;2017;2017;TERESITA MATUS SEPULVEDA;MUJER;INTERESADA / MANDANTE;FUNDACION PROYECTO B - LA SEGUNDA OPORTUNIDAD - ;65045095-7;CHILE;NO REGISTRA REGION
FONDEF;IV CONCURSO IDEA EN DOS ETAPAS CONVOCATORIA 2017;ID17I10033;2017;2017;TERESITA MATUS SEPULVEDA;MUJER;INTERESADA / MANDANTE;GENDARMERIA DE CHILE;61004000-4;CHILE;NO REGISTRA REGION
FONDEF;IV CONCURSO IDEA EN DOS ETAPAS CONVOCATORIA 2017;ID17I10033;2017;2017;TERESITA MATUS SEPULVEDA;MUJER;INTERESADA / MANDANTE;SERVICIO NACIONAL DE MENORES;61008000-6;CHILE;NO REGISTRA REGION
FONDEF;IV CONCURSO IDEA EN DOS ETAPAS CONVOCATORIA 2017;ID17I10033;2017;2017;TERESITA MATUS SEPULVEDA;MUJER;BENEFICIARIA PRINCIPAL;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEF;IV CONCURSO IDEA EN DOS ETAPAS CONVOCATORIA 2017;ID17I10037;2017;2017;ALEJANDRO ROJAS FERNANDEZ;HOMBRE;INTERESADA / MANDANTE;CENTRE FOR GENE REGULATION AND EXPRESSION, GRE;SIN INFORMACION;CHILE;NO REGISTRA REGION
FONDEF;IV CONCURSO IDEA EN DOS ETAPAS CONVOCATORIA 2017;ID17I10037;2017;2017;ALEJANDRO ROJAS FERNANDEZ;HOMBRE;INTERESADA / MANDANTE;DUNDEE CELLS BIOSCIENCES;NO APLICA;REINO UNIDO DE GB E IRLANDA DEL NORTE;NO REGISTRA REGION
FONDEF;IV CONCURSO IDEA EN DOS ETAPAS CONVOCATORIA 2017;ID17I10037;2017;2017;ALEJANDRO ROJAS FERNANDEZ;HOMBRE;BENEFICIARIA PRINCIPAL;UNIVERSIDAD AUSTRAL DE CHILE;81380500-6;CHILE;REGION DE LOS RIOS
FONDEF;IV CONCURSO IDEA EN DOS ETAPAS CONVOCATORIA 2017;ID17I10040;2017;2017;GALO CARDENAS TRIVINO;HOMBRE;INTERESADA / MANDANTE;AGENCIA DE SUSTENTABILIDAD Y CAMBIO CLIMATICO;75980060-5;CHILE;NO REGISTRA REGION
FONDEF;IV CONCURSO IDEA EN DOS ETAPAS CONVOCATORIA 2017;ID17I10040;2017;2017;GALO CARDENAS TRIVINO;HOMBRE;INTERESADA / MANDANTE;INSTITUTO DE DESARROLLO AGROPECUARIO;61307000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEF;IV CONCURSO IDEA EN DOS ETAPAS CONVOCATORIA 2017;ID17I10040;2017;2017;GALO CARDENAS TRIVINO;HOMBRE;INTERESADA / MANDANTE;QUIMICA ITALQUIM S.A.;SIN INFORMACION;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEF;IV CONCURSO IDEA EN DOS ETAPAS CONVOCATORIA 2017;ID17I10040;2017;2017;GALO CARDENAS TRIVINO;HOMBRE;INTERESADA / MANDANTE;SERVICIO DE VIVIENDA Y URBANIZACION REGION DEL BIOBIO;61820004-3;CHILE;NO REGISTRA REGION
FONDEF;IV CONCURSO IDEA EN DOS ETAPAS CONVOCATORIA 2017;ID17I10040;2017;2017;GALO CARDENAS TRIVINO;HOMBRE;BENEFICIARIA PRINCIPAL;UNIVERSIDAD DEL BIO-BIO;60911006-6;CHILE;REGION DEL BIO-BIO
FONDEF;IV CONCURSO IDEA EN DOS ETAPAS CONVOCATORIA 2017;ID17I10043;2017;2017;RODRIGO BARRAZA VICENCIO;HOMBRE;INTERESADA / MANDANTE;ENORCHILE S.A.;96774300-3;CHILE;NO REGISTRA REGION
FONDEF;IV CONCURSO IDEA EN DOS ETAPAS CONVOCATORIA 2017;ID17I10043;2017;2017;RODRIGO BARRAZA VICENCIO;HOMBRE;INTERESADA / MANDANTE;ROBERT BOSCH S.A.;96853390-8;CHILE;NO REGISTRA REGION
FONDEF;IV CONCURSO IDEA EN DOS ETAPAS CONVOCATORIA 2017;ID17I10043;2017;2017;RODRIGO BARRAZA VICENCIO;HOMBRE;INTERESADA / MANDANTE;UNIVERSIDAD DE ANTOFAGASTA;70791800-4;CHILE;REGION DE ANTOFAGASTA
FONDEF;IV CONCURSO IDEA EN DOS ETAPAS CONVOCATORIA 2017;ID17I10043;2017;2017;RODRIGO BARRAZA VICENCIO;HOMBRE;BENEFICIARIA PRINCIPAL;UNIVERSIDAD TECNICA FEDERCO SANTA MARIA;81668700-4;CHILE;REGION DE VALPARAISO
FONDEF;IV CONCURSO IDEA EN DOS ETAPAS CONVOCATORIA 2017;ID17I10043;2017;2017;RODRIGO BARRAZA VICENCIO;HOMBRE;INTERESADA / MANDANTE;UNIVERSIDAD TECNICA FEDERCO SANTA MARIA;81668700-4;CHILE;REGION DE VALPARAISO
FONDEF;IV CONCURSO IDEA EN DOS ETAPAS CONVOCATORIA 2017;ID17I10064;2017;2017;MARCELA HERMOSO RAMELLO;MUJER;INTERESADA / MANDANTE;PFIZER CHILE S.A;96981250-9;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEF;IV CONCURSO IDEA EN DOS ETAPAS CONVOCATORIA 2017;ID17I10064;2017;2017;MARCELA HERMOSO RAMELLO;MUJER;BENEFICIARIA PRINCIPAL;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEF;IV CONCURSO IDEA EN DOS ETAPAS CONVOCATORIA 2017;ID17I10080;2017;2017;ALEJANDRA GONZALEZ VASQUEZ;MUJER;INTERESADA / MANDANTE;EXPORTACIONES M2 S.A.;99512730-k;CHILE;NO REGISTRA REGION
FONDEF;IV CONCURSO IDEA EN DOS ETAPAS CONVOCATORIA 2017;ID17I10080;2017;2017;ALEJANDRA GONZALEZ VASQUEZ;MUJER;OTRA BENEFICIARIA;UNIVERSIDAD CATOLICA DEL NORTE;81518400-9;CHILE;REGION DE ANTOFAGASTA
FONDEF;IV CONCURSO IDEA EN DOS ETAPAS CONVOCATORIA 2017;ID17I10080;2017;2017;ALEJANDRA GONZALEZ VASQUEZ;MUJER;BENEFICIARIA PRINCIPAL;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEF;IV CONCURSO IDEA EN DOS ETAPAS CONVOCATORIA 2017;ID17I10087;2017;2017;ALFONSO FERNANDEZ;HOMBRE;INTERESADA / MANDANTE;DIRECCION DE OBRAS HIDRAULICAS - MOP BIOBIO;61202000-0;CHILE;NO REGISTRA REGION
FONDEF;IV CONCURSO IDEA EN DOS ETAPAS CONVOCATORIA 2017;ID17I10087;2017;2017;ALFONSO FERNANDEZ;HOMBRE;INTERESADA / MANDANTE;DIRECCION DE PLANEAMIENTO -MOP - BIOBIO;61202000-0;CHILE;NO REGISTRA REGION
FONDEF;IV CONCURSO IDEA EN DOS ETAPAS CONVOCATORIA 2017;ID17I10087;2017;2017;ALFONSO FERNANDEZ;HOMBRE;INTERESADA / MANDANTE;GOBERNACION PROVINCIAL DE CONCEPCION;60511082-7;CHILE;NO REGISTRA REGION
FONDEF;IV CONCURSO IDEA EN DOS ETAPAS CONVOCATORIA 2017;ID17I10087;2017;2017;ALFONSO FERNANDEZ;HOMBRE;BENEFICIARIA PRINCIPAL;UNIVERSIDAD DE CONCEPCION;81494400-K;CHILE;REGION DEL BIO-BIO
FONDEF;IV CONCURSO IDEA EN DOS ETAPAS CONVOCATORIA 2017;ID17I10087;2017;2017;ALFONSO FERNANDEZ;HOMBRE;INTERESADA / MANDANTE;DIRECCION GENERAL DE AGUAS - MOP BIOBIO;61202000-0;CHILE;NO REGISTRA REGION
FONDEF;IV CONCURSO IDEA EN DOS ETAPAS CONVOCATORIA 2017;ID17I10094;2017;2017;FLOREAL OLEA CARRASCO;HOMBRE;INTERESADA / MANDANTE;BIOPACIFIC SPA;76225966-4;CHILE;NO REGISTRA REGION
FONDEF;IV CONCURSO IDEA EN DOS ETAPAS CONVOCATORIA 2017;ID17I10094;2017;2017;FLOREAL OLEA CARRASCO;HOMBRE;INTERESADA / MANDANTE;BIOVERT SL;NO APLICA;ESPANA;NO REGISTRA REGION
FONDEF;IV CONCURSO IDEA EN DOS ETAPAS CONVOCATORIA 2017;ID17I10094;2017;2017;FLOREAL OLEA CARRASCO;HOMBRE;INTERESADA / MANDANTE;CORPORA AGRICOLA S.A. ;96613750-9;CHILE;NO REGISTRA REGION
FONDEF;IV CONCURSO IDEA EN DOS ETAPAS CONVOCATORIA 2017;ID17I10094;2017;2017;FLOREAL OLEA CARRASCO;HOMBRE;BENEFICIARIA PRINCIPAL;UNIVERSIDAD AUTONOMA DE CHILE;71633300-0;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEF;IV CONCURSO IDEA EN DOS ETAPAS CONVOCATORIA 2017;ID17I10095;2017;2017;MARCO NUNEZ GONZALEZ;HOMBRE;INTERESADA / MANDANTE;LABORATORIO ADROMACO SA;76237266-5;CHILE;NO REGISTRA REGION
FONDEF;IV CONCURSO IDEA EN DOS ETAPAS CONVOCATORIA 2017;ID17I10095;2017;2017;MARCO NUNEZ GONZALEZ;HOMBRE;OTRA BENEFICIARIA;UNIVERSIDAD DIEGO PORTALES;70990700-K;CHILE;REGION METROPOLITANA DE SANTIAGO
FONDEF;IV CONCURSO IDEA EN DOS ETAPAS CONVOCATORIA 2017;ID17I10095;2017;2017;MARCO NUNEZ GONZALEZ;HOMBRE;BENEFICIARIA PRINCIPAL;UNIVERSIDAD DE CHILE;60910000-1;CHILE;REGION METROPOLITANA DE SANTIAGO
